trail,classifier,parameter,train_acc,test_acc,train_f1,test_f1
0,Random Forest,55,0.8793640358465105,0.31263390818727826,0.8699171824940525,0.12489847219149994
0,Random Forest,65,0.8793640358465105,0.3138632292508166,0.8697819310252051,0.12455312985960125
0,Random Forest,75,0.8793640358465105,0.3136876119560254,0.8694745837408557,0.12566745445101593
0,Random Forest,85,0.8793640358465105,0.31203680938498823,0.869462099983006,0.12300488842116097
0,Random Forest,95,0.8793640358465105,0.311264093287907,0.8695685948659365,0.12411698806781277
0,Neural network,300,0.623040725234421,0.26469038670928313,0.623040725234421,0.26469038670928313
0,Neural network,400,0.6253762845576277,0.26412841136595133,0.6253762845576277,0.26412841136595133
0,Neural network,500,0.6347012214110238,0.2596326086192968,0.6347012214110238,0.2596326086192968
0,Neural network,600,0.6226428151275042,0.2686944610305223,0.6226428151275042,0.2686944610305223
0,Neural network,700,0.6219507975502577,0.264374275578659,0.6219507975502577,0.264374275578659
0,Neural network,800,0.6226947164457978,0.2629342137613712,0.6226947164457978,0.2629342137613712
0,Neural network,900,0.6243901595100515,0.25074637350286255,0.6243901595100515,0.25074637350286255
0,Neural network,1000,0.6362063596415349,0.2656738435601138,0.6362063596415349,0.2656738435601138
1,KNN,2,0.5906543026192865,0.17287766499244844,0.5462794100935894,0.12401969717041686
1,KNN,7,0.4367841943185357,0.2743844613817569,0.2941510952549936,0.13450398881416933
1,KNN,12,0.40611051520708624,0.31231779705665413,0.21712714910275985,0.1265877021813102
1,KNN,17,0.3937753018926681,0.3337079835622212,0.18013286519799088,0.1226405216954902
1,KNN,22,0.38668212172589184,0.3440694039549015,0.15710329331331865,0.11486179715999748
1,KNN,27,0.38263381889900006,0.3505672438621755,0.14298724274437205,0.11154721427184724
1,KNN,32,0.3792256323310612,0.35523866390362124,0.13204583331884004,0.10874626891665003
1,KNN,37,0.3777896958582748,0.3606476765831899,0.1240018044923052,0.10661627603233359
1,KNN,42,0.3756617418082419,0.36131502230339646,0.11737508065579519,0.10215428215537066
1,KNN,47,0.37479671983668383,0.3643356397738049,0.11270377708097808,0.10033567690170893
1,Decision Tree,5,0.36967578976506005,0.36777773875171227,0.36967578976506005,0.36777773875171227
1,Decision Tree,15,0.5593578076883153,0.29900600611148187,0.5593578076883153,0.29900600611148187
1,Decision Tree,25,0.8224109892391267,0.23016402655333498,0.8224109892391267,0.23016402655333498
1,Decision Tree,35,0.8763191585066261,0.21692248252607918,0.8763191585066262,0.21692248252607918
1,Decision Tree,45,0.8785163143143836,0.21379649467879597,0.8785163143143836,0.21379649467879597
1,Decision Tree,55,0.8785509151932459,0.2157634083804573,0.8785509151932459,0.2157634083804573
1,Decision Tree,65,0.8785509151932459,0.21449896385796074,0.8785509151932459,0.21449896385796074
1,Decision Tree,75,0.8785509151932459,0.2141828527273366,0.8785509151932459,0.2141828527273366
1,Decision Tree,85,0.8785509151932459,0.21460433423483544,0.8785509151932459,0.21460433423483544
1,Decision Tree,95,0.8785509151932459,0.21404235889150364,0.8785509151932459,0.21404235889150364
1,Random Forest,5,0.36329192761496143,0.3647571212813038,0.053373518818422526,0.053455153776862684
1,Random Forest,15,0.5429915919864364,0.36314144216922484,0.39300208134167847,0.08491919503620568
1,Random Forest,25,0.8766651672952493,0.32619156334515825,0.8675752657493405,0.12243044633590842
1,Random Forest,35,0.8785509151932459,0.3157598960345615,0.8682067187762381,0.12693116330437249
1,Random Forest,45,0.8785509151932459,0.31554915528081207,0.867708275901313,0.12585267144898898
1,Random Forest,55,0.8785509151932459,0.31463594534789785,0.8682833591501993,0.12555191458786294
1,Random Forest,65,0.8785509151932459,0.31695409363914157,0.8677437267896968,0.1276740128678684
1,Random Forest,75,0.8785509151932459,0.31463594534789785,0.8678082186154343,0.12487172040432629
1,Random Forest,85,0.8785509151932459,0.31523304415018794,0.8683163710453323,0.1272931479325228
1,Random Forest,95,0.8785509151932459,0.31523304415018794,0.8681344392200561,0.12533214731420442
1,Neural network,300,0.6143905055188402,0.2600540901267957,0.6143905055188402,0.2600540901267957
1,Neural network,400,0.61319677519809,0.25422359593972815,0.61319677519809,0.25422359593972815
1,Neural network,500,0.6215874883222033,0.2648308805451161,0.6215874883222033,0.2648308805451161
1,Neural network,600,0.623040725234421,0.26820273260510696,0.623040725234421,0.26820273260510696
1,Neural network,700,0.6193211307567212,0.2639176706122019,0.6193211307567212,0.2639176706122019
1,Neural network,800,0.627971350472302,0.2659548312317797,0.627971350472302,0.2659548312317797
1,Neural network,900,0.6295629908999688,0.26872958448948053,0.6295629908999688,0.26872958448948053
1,Neural network,1000,0.6248918722535552,0.24098205191247235,0.6248918722535552,0.24098205191247235
2,KNN,2,0.5863810940797897,0.17112149204453656,0.5432660731367048,0.12147298392286474
2,KNN,7,0.44109200373689494,0.2714692142882231,0.29789484656482096,0.1330847591386036
2,KNN,12,0.4107643334140687,0.3107021179445752,0.22319672853644584,0.12867209575548627
2,KNN,17,0.3967336770353967,0.33233816866284993,0.18487088638087346,0.12456382021852345
2,KNN,22,0.38789315248607315,0.34185662604053246,0.16255344556083404,0.11925092238432344
2,KNN,27,0.3836199439465762,0.35063749078009204,0.1476541585908649,0.11363529836390182
2,KNN,32,0.3803155600152244,0.35566014541112007,0.13547538307748264,0.10874237874987709
2,KNN,37,0.3782049064046227,0.3578729233254891,0.12575310818747074,0.10510955987912203
2,KNN,42,0.37611155323345213,0.36057742966527345,0.11927568156200859,0.10320428037599619
2,KNN,47,0.3751254281858759,0.36226335569526885,0.11448943271193186,0.10135383551601981
2,Decision Tree,5,0.3685685616414657,0.36314144216922484,0.3685685616414657,0.36314144216922484
2,Decision Tree,15,0.5456385592194042,0.31031575989603455,0.5456385592194042,0.31031575989603455
2,Decision Tree,25,0.790751185080101,0.24070106424080642,0.790751185080101,0.24070106424080642
2,Decision Tree,35,0.8725476627106329,0.21671174177232974,0.8725476627106329,0.21671174177232974
2,Decision Tree,45,0.8783433099200719,0.21558779108566611,0.8783433099200719,0.21558779108566611
2,Decision Tree,55,0.8783779107989343,0.2145692107758772,0.8783779107989342,0.2145692107758772
2,Decision Tree,65,0.8783779107989343,0.21432334656316954,0.8783779107989342,0.21432334656316954
2,Decision Tree,75,0.8783779107989343,0.21267254399213234,0.8783779107989342,0.2126725439921323
2,Decision Tree,85,0.8783779107989343,0.2125320501562994,0.8783779107989342,0.2125320501562994
2,Decision Tree,95,0.8783779107989343,0.21527167995504198,0.8783779107989342,0.21527167995504198
2,Random Forest,5,0.36427805266253765,0.3627902075796424,0.05353324572422581,0.05324226804123712
2,Random Forest,15,0.5510362963219265,0.3621931087773524,0.4072614850593129,0.08719576558552777
2,Random Forest,25,0.8763191585066261,0.32383829159495625,0.8674435352313082,0.11887923761613235
2,Random Forest,35,0.8783779107989343,0.3137578588739419,0.8685220563826365,0.12385197623225416
2,Random Forest,45,0.8783779107989343,0.31519792069122965,0.8682239924943058,0.12716995840310785
2,Random Forest,55,0.8783779107989343,0.3135822415791507,0.8681508067084082,0.12444048933347658
2,Random Forest,65,0.8783779107989343,0.3144603280531067,0.8685496843967975,0.12665970356335973
2,Random Forest,75,0.8783779107989343,0.3110182290751993,0.8685763492334427,0.12316974856108465
2,Random Forest,85,0.8783779107989343,0.31150995750061466,0.8683862247066024,0.12279256719190665
2,Random Forest,95,0.8783779107989343,0.3121070563029047,0.8684624171513988,0.12445682777245562
2,Neural network,300,0.618438808345732,0.26528748551157316,0.618438808345732,0.26528748551157316
2,Neural network,400,0.625185979723885,0.25046538583119665,0.625185979723885,0.25046538583119665
2,Neural network,500,0.6300474032040414,0.25724421341013665,0.6300474032040414,0.25724421341013665
2,Neural network,600,0.6240441507214283,0.2514137192230691,0.6240441507214283,0.2514137192230691
2,Neural network,700,0.6098404899484446,0.2673948930490675,0.6098404899484446,0.2673948930490675
2,Neural network,800,0.621760492716515,0.2564363738540972,0.621760492716515,0.2564363738540972
2,Neural network,900,0.6283173592609252,0.25257279336869093,0.6283173592609252,0.25257279336869093
2,Neural network,1000,0.6221238019445694,0.2572793368690949,0.6221238019445694,0.2572793368690949
3,KNN,2,0.5870039098993114,0.1731235292051561,0.5424410674686306,0.12329681341069607
3,KNN,7,0.4396214663852462,0.27691335042675,0.2946993045324272,0.13886952631166152
3,KNN,12,0.4061451160859486,0.31519792069122965,0.2190422850173877,0.13363253407328696
3,KNN,17,0.39481332825853777,0.3318464402374346,0.1839137143053703,0.12677254794619272
3,KNN,22,0.3884813674267326,0.34487724351094096,0.16153557306761512,0.12066582813976905
3,KNN,27,0.38367184526486975,0.3519019353025886,0.14609190065770597,0.11522220120552822
3,KNN,32,0.38081727275872806,0.35720557760528254,0.13469308534459545,0.11204577356675341
3,KNN,37,0.37893152486073145,0.35839977520986266,0.12735015779264688,0.1072382441230729
3,KNN,42,0.3772360817964776,0.36096378771381404,0.12030627278439879,0.10475595341844221
3,KNN,47,0.3764921629009377,0.36317656562818307,0.11543815250805153,0.1023684367514988
3,Decision Tree,5,0.3696930902044912,0.3678128622106705,0.3696930902044912,0.3678128622106705
3,Decision Tree,15,0.5668142970831459,0.2969337220329458,0.5668142970831459,0.2969337220329458
3,Decision Tree,25,0.837756479014567,0.22507112500439044,0.837756479014567,0.22507112500439044
3,Decision Tree,35,0.8791218296944743,0.21014365494713919,0.8791218296944743,0.2101436549471392
3,Decision Tree,45,0.8798830490294454,0.21112711179796986,0.8798830490294454,0.21112711179796986
3,Decision Tree,55,0.8798830490294454,0.2106002599135963,0.8798830490294454,0.21060025991359627
3,Decision Tree,65,0.8798830490294454,0.2138316181377542,0.8798830490294454,0.2138316181377542
3,Decision Tree,75,0.8798830490294454,0.20972217343964034,0.8798830490294454,0.20972217343964034
3,Decision Tree,85,0.8798830490294454,0.21288328474588178,0.8798830490294454,0.21288328474588178
3,Decision Tree,95,0.8798830490294454,0.2116188402233852,0.8798830490294454,0.2116188402233852
3,Random Forest,5,0.3635514342064288,0.3643707632327632,0.05352707952419439,0.053416404922506565
3,Random Forest,15,0.5528355420227674,0.3638439113483896,0.4079006743574068,0.09101700477870978
3,Random Forest,25,0.8779453998131552,0.3293877981103579,0.8683140890242486,0.12849643769227798
3,Random Forest,35,0.8798830490294454,0.31723508131080747,0.8697770670287189,0.12839189774225113
3,Random Forest,45,0.8798830490294454,0.31681359980330864,0.8693723187734012,0.12838404901820755
3,Random Forest,55,0.8798830490294454,0.3173404516876822,0.869131991518123,0.13028099149861738
3,Random Forest,65,0.8798830490294454,0.3160057602472692,0.8693817261938911,0.1294496681651443
3,Random Forest,75,0.8798830490294454,0.3163218713778933,0.8691766949199924,0.1274831983612201
3,Random Forest,85,0.8798657485900142,0.3168838467212251,0.869291395257167,0.12936836963439627
3,Random Forest,95,0.8798657485900142,0.3174458220645569,0.8693620016853881,0.12845669236178764
3,Neural network,300,0.6181447008754022,0.2623371149590812,0.6181447008754022,0.2623371149590812
3,Neural network,400,0.604304349330473,0.2672543992132345,0.604304349330473,0.2672543992132345
3,Neural network,500,0.6240614511608595,0.26602507814969617,0.6240614511608595,0.26602507814969617
3,Neural network,600,0.6264662122417909,0.2589652628990903,0.6264662122417909,0.2589652628990903
3,Neural network,700,0.6269679249852946,0.26054581855221104,0.6269679249852946,0.26054581855221104
3,Neural network,800,0.6183177052697139,0.2605106950932528,0.6183177052697139,0.2605106950932528
3,Neural network,900,0.6327981730735961,0.2594218678655474,0.6327981730735961,0.2594218678655474
3,Neural network,1000,0.624753468738106,0.2570334726563872,0.624753468738106,0.2570334726563872
4,KNN,2,0.5906370021798554,0.17480945523515157,0.5424928911632785,0.12290459817733372
4,KNN,7,0.4410055015397391,0.27160970812405605,0.2936464076761805,0.13222046622741207
4,KNN,12,0.4073388464066987,0.3078571177689579,0.2162590723675192,0.1268694685467614
4,KNN,17,0.39624926473132416,0.3272803905728636,0.18100700821410814,0.1196515414611147
4,KNN,22,0.39024601224871114,0.3388711320290822,0.16067427311149998,0.11437906347671034
4,KNN,27,0.38676862392304767,0.3430508236451126,0.14724125756551446,0.1094276190747622
4,KNN,32,0.384554167675859,0.34775736714551647,0.1379996738156166,0.10559165357564189
4,KNN,37,0.3814400885782499,0.3509536019107162,0.12908383889172886,0.10413841034100083
4,KNN,42,0.3805750666066918,0.35397421938112467,0.12306799503895108,0.10281094684238663
4,KNN,47,0.37934673540707936,0.3565733553440343,0.11880558532393459,0.10156933671557786
4,Decision Tree,5,0.37092142140410367,0.3644058866917214,0.3709214214041036,0.3644058866917214
4,Decision Tree,15,0.560292031417598,0.2983035369323171,0.560292031417598,0.2983035369323171
4,Decision Tree,25,0.8302480883014428,0.2222612482877314,0.8302480883014427,0.2222612482877314
4,Decision Tree,35,0.8789834261790249,0.20986266727547329,0.8789834261790249,0.20986266727547329
4,Decision Tree,45,0.8795889415591156,0.2085982227529767,0.8795889415591156,0.2085982227529767
4,Decision Tree,55,0.8795889415591156,0.2078606301148537,0.8795889415591156,0.2078606301148537
4,Decision Tree,65,0.8795889415591156,0.20877384004776792,0.8795889415591156,0.20877384004776792
4,Decision Tree,75,0.8795889415591156,0.2072986547715219,0.8795889415591156,0.2072986547715219
4,Decision Tree,85,0.8795889415591156,0.20719328439464718,0.8795889415591156,0.20719328439464715
4,Decision Tree,95,0.8795889415591156,0.2080362474096449,0.8795889415591156,0.2080362474096449
4,Random Forest,5,0.3653333794678385,0.3606476765831899,0.05364889597591331,0.05301117736647822
4,Random Forest,15,0.5494619563336909,0.3612096519265217,0.40280842618243967,0.08728551254515005
4,Random Forest,25,0.8778761980554306,0.323803168135998,0.868966864485284,0.123317341748501
4,Random Forest,35,0.8795889415591156,0.3148818095606055,0.8698590938479425,0.12457176490440984
4,Random Forest,45,0.8795889415591156,0.31393347616873307,0.8696781920868306,0.12573854563929493
4,Random Forest,55,0.8795889415591156,0.3141090934635243,0.8695337789333397,0.1256741368849708
4,Random Forest,65,0.8795889415591156,0.3117206982543641,0.8699965363854882,0.1250048823657714
4,Random Forest,75,0.8795889415591156,0.31407397000456605,0.8696947788860765,0.1261653189000033
4,Random Forest,85,0.8795889415591156,0.31235292051561236,0.8695628746804495,0.12687308344483478
4,Random Forest,95,0.8795889415591156,0.31351199466123425,0.8695818269368777,0.12516183990038976
4,Neural network,300,0.6165184595688731,0.2630747075972042,0.6165184595688731,0.2630747075972042
4,Neural network,400,0.6249264731324176,0.26114291735450107,0.6249264731324176,0.26114291735450107
4,Neural network,500,0.6080066433687416,0.2648308805451161,0.6080066433687416,0.2648308805451161
4,Neural network,600,0.6210338742604062,0.25608513926451476,0.6210338742604062,0.25608513926451476
4,Neural network,700,0.6210338742604062,0.248744336342243,0.6210338742604062,0.248744336342243
4,Neural network,800,0.613300577834677,0.2588950159811738,0.613300577834677,0.2588950159811738
4,Neural network,900,0.622625514688073,0.2620912507463735,0.622625514688073,0.2620912507463735
4,Neural network,1000,0.61394069409363,0.2659197077728215,0.61394069409363,0.2659197077728215
